id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
754118155393762343,https://www.airbnb.com/rooms/754118155393762343,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★3.67 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/9f49aa5d-43a3-41c2-b47f-65b431996866.jpg,27661174,https://www.airbnb.com/users/show/27661174,Monia,2015-02-12,"Geneva, Switzerland","",within an hour,100%,88%,f,https://a0.muscache.com/im/pictures/user/fe9eda81-9287-42ce-8166-ff56b1f28724.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fe9eda81-9287-42ce-8166-ff56b1f28724.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Commune de Genève,,46.20774,6.14563,Entire rental unit,Entire home/apt,4,,1 bath,,1,[],$84.00,1,30,1,1,1125,1125,1.0,1125.0,,t,12,33,57,143,2023-12-27,3,3,0,2023-01-01,2023-01-15,3.67,4.0,3.33,4.33,4.33,5.0,4.0,,f,1,1,0,0,0.25
755563084023227255,https://www.airbnb.com/rooms/755563084023227255,20231227030725,2023-12-27,previous scrape,Condo in Chêne-Bougeries · 1 bedroom · 1 bed · 2 baths,,15 minutes by bus from the center of Geneva<br />1 minute walking from the super market<br />1 minute walking from pharmacy<br />1 minute walking from the bus station,https://a0.muscache.com/pictures/miso/Hosting-755563084023227255/original/bdc1b3b4-d154-448f-a83a-53eac18cbc87.jpeg,57921653,https://www.airbnb.com/users/show/57921653,Alex,2016-02-08,"Lausanne, Switzerland","",within a few hours,100%,N/A,f,https://a0.muscache.com/im/pictures/user/92f3476b-0b8c-4930-971b-171d9e0fd07a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/92f3476b-0b8c-4930-971b-171d9e0fd07a.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Chêne-Bougeries, Genève, Switzerland",Chêne-Bourg,,46.20367,6.20205,Entire condo,Entire home/apt,4,,2 baths,,1,[],$135.00,3,365,3,3,365,365,3.0,365.0,,t,9,9,9,214,2023-12-27,1,0,0,2022-12-20,2022-12-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.08
755629595196255318,https://www.airbnb.com/rooms/755629595196255318,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★5.0 · Studio · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-755629595196255318/original/c9114595-f91c-48c2-85a7-a5895a9dd0d1.jpeg,375416249,https://www.airbnb.com/users/show/375416249,Esty,2020-11-12,"Geneva, Switzerland","",within a day,100%,91%,t,https://a0.muscache.com/im/pictures/user/74d3db4d-8abc-46af-9b3a-c33ebf37e955.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/74d3db4d-8abc-46af-9b3a-c33ebf37e955.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.19456,6.16225,Entire rental unit,Entire home/apt,2,,1 bath,,2,[],$300.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,2,2,2,274,2023-12-27,11,7,0,2022-11-20,2023-07-11,5.0,4.91,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.82
756288557319187423,https://www.airbnb.com/rooms/756288557319187423,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.57 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-756288557319187423/original/0bf0f5fa-8ab5-444f-bd9e-d31fd569f504.jpeg,486999066,https://www.airbnb.com/users/show/486999066,Jess,2022-11-09,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/fa0efddf-cde1-4f99-8d97-43a1ab7d618b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fa0efddf-cde1-4f99-8d97-43a1ab7d618b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.2035595,6.1591611,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$147.00,2,60,2,2,1125,1125,2.0,1125.0,,t,22,46,67,125,2023-12-27,47,42,1,2022-11-17,2023-12-04,4.57,4.64,4.68,4.87,4.89,4.87,4.47,,f,1,1,0,0,3.47
756501598157670248,https://www.airbnb.com/rooms/756501598157670248,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.50 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/d94ce9b2-efe5-481f-9a6d-c1b23b0f8399.jpg,357834572,https://www.airbnb.com/users/show/357834572,Nicolas,2020-07-22,"Cercier, France","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/8426e085-366e-49ae-b2e7-7eaa078f4750.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8426e085-366e-49ae-b2e7-7eaa078f4750.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.21395,6.14736,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$120.00,5,15,5,5,15,15,5.0,15.0,,t,0,0,0,0,2023-12-27,6,5,0,2022-12-12,2023-05-25,4.5,4.67,4.83,5.0,5.0,4.0,4.0,,f,1,1,0,0,0.47
757091121189929574,https://www.airbnb.com/rooms/757091121189929574,20231227030725,2023-12-27,city scrape,Rental unit in Chêne-Bougeries · 1 bedroom · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/miso/Hosting-757091121189929574/original/b8815890-f9eb-476b-a9bb-0e08a335c11a.jpeg,401773267,https://www.airbnb.com/users/show/401773267,Pedro,2021-05-15,,"",N/A,N/A,N/A,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,,Chêne-Bougeries,,46.1958999,6.1773946,Private room in rental unit,Private room,4,,1 private bath,,1,[],"$1,000.00",1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2023-12-27,0,0,0,,,,,,,,,,,t,1,0,1,0,
757745723369177212,https://www.airbnb.com/rooms/757745723369177212,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-757745723369177212/original/652c7ec7-77dd-46e0-a422-8f21f44553ee.jpeg,147567616,https://www.airbnb.com/users/show/147567616,Samy,2017-08-24,"Le Cannet, France","",within a few hours,75%,0%,f,https://a0.muscache.com/im/pictures/user/5a7710a8-6950-4bf1-bce2-51b1b7d5777e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a7710a8-6950-4bf1-bce2-51b1b7d5777e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.20038,6.13634,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$111.00,29,365,11,29,365,365,28.8,365.0,,t,29,59,89,364,2023-12-27,0,0,0,,,,,,,,,,,f,1,1,0,0,
757768757820004959,https://www.airbnb.com/rooms/757768757820004959,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★3.75 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/4e5f8ae8-22de-43bd-9182-f405d77d6265.jpg,361163459,https://www.airbnb.com/users/show/361163459,Zied,2020-08-08,"Geneva, Switzerland","",within a day,50%,60%,f,https://a0.muscache.com/im/pictures/user/9da31f9e-8c2d-49a7-bd25-3b0c41136130.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9da31f9e-8c2d-49a7-bd25-3b0c41136130.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Commune de Genève,,46.21601,6.14826,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$74.00,3,365,2,2,1125,1125,2.0,1125.0,,t,11,41,71,346,2023-12-27,4,4,0,2023-07-08,2023-08-02,3.75,4.25,4.5,4.5,4.5,4.75,4.0,,t,1,0,1,0,0.69
758661112451015342,https://www.airbnb.com/rooms/758661112451015342,20231227030725,2023-12-27,previous scrape,Camper/RV in Chêne-Bougeries · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-758661112451015342/original/460cf3a1-948d-4c87-a31f-b57cde424bb0.jpeg,4109003,https://www.airbnb.com/users/show/4109003,Naomi,2012-11-10,"Geneva, Switzerland","I'm a woman of 30 years old, I'm living in my home town : Geneva where I'm working after finishing my studies..
My hobbys are horse back riding, listening to music and hanging out with friends...
",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/fd45ef05-869a-41ae-afec-0a3d7d2fa138.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fd45ef05-869a-41ae-afec-0a3d7d2fa138.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Chêne-Bougeries,,46.20405,6.20097,Camper/RV,Entire home/apt,4,,1 bath,,2,[],$153.00,1,10,1,1,10,10,1.0,10.0,,t,28,58,88,363,2023-12-27,0,0,0,,,,,,,,,,,f,1,1,0,0,
759242904579363184,https://www.airbnb.com/rooms/759242904579363184,20231227030725,2023-12-27,city scrape,Rental unit in Meyrin · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-759242904579363184/original/da6145ee-66a8-47af-b302-c202c0bbd68a.jpeg,434188350,https://www.airbnb.com/users/show/434188350,Ahmed,2021-12-01,,"",within an hour,67%,100%,f,https://a0.muscache.com/im/pictures/user/User-434188350/original/2a9d1c65-8fff-48fd-9767-7d0db8469070.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-434188350/original/2a9d1c65-8fff-48fd-9767-7d0db8469070.jpeg?aki_policy=profile_x_medium,,3,6,['phone'],t,t,,Meyrin,,46.2367,6.07716,Entire rental unit,Entire home/apt,3,,1 bath,,1,[],$100.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,248,2023-12-27,0,0,0,,,,,,,,,,,t,2,2,0,0,
759409363138531689,https://www.airbnb.com/rooms/759409363138531689,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 2 bedrooms · 1 bed · 2 shared baths,,,https://a0.muscache.com/pictures/miso/Hosting-759409363138531689/original/e8ad52d3-382a-4657-b90a-91c76275621a.jpeg,487561337,https://www.airbnb.com/users/show/487561337,Sofia,2022-11-13,,"",a few days or more,0%,N/A,f,https://a0.muscache.com/im/pictures/user/00459484-a547-4267-8d9b-b69b1398ecdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/00459484-a547-4267-8d9b-b69b1398ecdb.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,,Commune de Genève,,46.21284,6.14581,Private room in rental unit,Private room,2,,2 shared baths,,1,[],$149.00,1,30,1,1,30,30,1.0,30.0,,t,25,55,85,360,2023-12-27,0,0,0,,,,,,,,,,,f,2,0,2,0,
759583121148309892,https://www.airbnb.com/rooms/759583121148309892,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.53 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-759583121148309892/original/23c13771-e98b-4e80-b8f2-6e4246043f15.jpeg,483125655,https://www.airbnb.com/users/show/483125655,Bertrand,2022-10-11,"Geneva, Switzerland","",within an hour,87%,99%,f,https://a0.muscache.com/im/pictures/user/f951ddbf-0d8a-4552-8036-7b95354a11f6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f951ddbf-0d8a-4552-8036-7b95354a11f6.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,,Commune de Genève,,46.20316,6.15922,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$173.00,1,365,1,1,365,365,1.0,365.0,,t,25,55,81,319,2023-12-27,34,32,0,2022-11-27,2023-11-12,4.53,4.68,4.47,4.76,4.56,4.94,4.44,,t,2,2,0,0,2.58
760223532993695649,https://www.airbnb.com/rooms/760223532993695649,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 2 bedrooms · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-760223532993695649/original/f0cf6b73-fda1-44d2-8477-4ba922746470.jpeg,487726211,https://www.airbnb.com/users/show/487726211,Aicha,2022-11-14,"Santiago de Compostela, Spain","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/d8463ea8-fc8f-41d3-a991-74ea47f26c7f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d8463ea8-fc8f-41d3-a991-74ea47f26c7f.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Commune de Genève,,46.20364,6.14572,Entire rental unit,Entire home/apt,4,,1 bath,,1,[],$180.00,28,60,28,28,60,60,28.0,60.0,,t,30,60,90,90,2023-12-27,0,0,0,,,,,,,,,,,f,1,1,0,0,
760400780714371050,https://www.airbnb.com/rooms/760400780714371050,20231227030725,2023-12-27,city scrape,Place to stay in Genève · ★4.88 · 1 bedroom · 1 bed · 2 baths,,"Ce quartier de Rive est en plein centre de Genève, permettant aux hôtes de se déplacer sans voiture. Des bus partent au bas de l'immeuble pour la rive gauche ou droite . A 10 min à pied dans le quartier des Eaux-Vives, une multitude de restaurants et de bars s'offrent aux voyageurs. A 2 min de l'immeuble un magnifique musée d'histoire naturelle vous passionnera.",https://a0.muscache.com/pictures/miso/Hosting-760400780714371050/original/c253d91b-9f99-4722-971d-017a0e575585.jpeg,31807455,https://www.airbnb.com/users/show/31807455,Marianne,2015-04-23,"Geneva, Switzerland",I regularly work abroad for ships company and take care of the plant decoration on the boats. I always like to discover these beautiful places of the Mediterranean that are the cradle of our culture.,within an hour,100%,75%,f,https://a0.muscache.com/im/users/31807455/profile_pic/1429818391/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31807455/profile_pic/1429818391/original.jpg?aki_policy=profile_x_medium,,10,10,"['email', 'phone']",t,f,"Genève, Switzerland",Commune de Genève,,46.19929,6.15703,Entire place,Entire home/apt,2,,2 baths,,1,[],$115.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,25,55,327,2023-12-27,8,8,0,2023-03-06,2023-09-29,4.88,4.75,4.5,4.88,4.88,5.0,4.75,,f,2,2,0,0,0.81
760717355712888695,https://www.airbnb.com/rooms/760717355712888695,20231227030725,2023-12-27,city scrape,Condo in Genève · ★4.86 · 1 bedroom · 2 beds · 1 bath,,"Although Paquis is the most animated neighborhood of Geneva, the Appartement is located near many 5-star hotels, where is quite and safe.  There are many restaurants and bars, and it is the only neighborhood where you can find food anytime.",https://a0.muscache.com/pictures/miso/Hosting-760717355712888695/original/105e2ab9-24d1-4c24-8def-a5e033569e5e.jpeg,487812561,https://www.airbnb.com/users/show/487812561,Aline,2022-11-15,,"",within a day,50%,74%,t,https://a0.muscache.com/im/pictures/user/093f0839-4c4f-47db-992d-bd8ad3bf6051.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/093f0839-4c4f-47db-992d-bd8ad3bf6051.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,f,"Genève, Switzerland",Commune de Genève,,46.21243,6.15212,Entire condo,Entire home/apt,4,,1 bath,,2,[],$168.00,2,60,1,4,60,60,2.0,60.0,,t,5,5,5,5,2023-12-27,14,13,0,2022-12-25,2023-10-15,4.86,4.86,4.93,4.71,4.93,4.86,4.86,,f,2,1,1,0,1.14
760922484940987887,https://www.airbnb.com/rooms/760922484940987887,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.38 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/3739d415-b5f8-4ca5-802f-a86a1a743aee.jpg,487861457,https://www.airbnb.com/users/show/487861457,Liliana,2022-11-15,,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/b6889a4d-9fb0-4026-a155-27fd66291bd6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b6889a4d-9fb0-4026-a155-27fd66291bd6.jpg?aki_policy=profile_x_medium,,1,1,['phone'],t,t,,Commune de Genève,,46.21122,6.14727,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$98.00,2,365,2,2,1125,1125,2.0,1125.0,,t,25,53,77,347,2023-12-27,40,34,3,2022-12-04,2023-12-25,4.38,4.65,4.78,4.6,4.78,4.18,4.33,,f,1,1,0,0,3.08
761408231868175406,https://www.airbnb.com/rooms/761408231868175406,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 4 bedrooms · 4 beds · 4 baths,,Calm,https://a0.muscache.com/pictures/miso/Hosting-761408231868175406/original/8ab605e8-bdcc-4e77-a7c6-94e7f8d7f0bb.jpeg,487944786,https://www.airbnb.com/users/show/487944786,Atrium,2022-11-16,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/a2beb7d8-d799-4466-acc8-179a5e17624b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a2beb7d8-d799-4466-acc8-179a5e17624b.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.19026,6.16639,Entire rental unit,Entire home/apt,8,,4 baths,,4,[],"$5,000.00",7,100,7,7,100,100,7.0,100.0,,t,28,58,88,178,2023-12-27,0,0,0,,,,,,,,,,,f,1,1,0,0,
761419631703487013,https://www.airbnb.com/rooms/761419631703487013,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 2 bedrooms · 2 beds · 2 baths,,,https://a0.muscache.com/pictures/miso/Hosting-761419631703487013/original/6ab63bf7-f97f-48b3-8a79-f05bf16e9f20.jpeg,410299355,https://www.airbnb.com/users/show/410299355,Noreddine,2021-07-01,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/246e19d6-6014-4889-9bf4-c51f4bfab49a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/246e19d6-6014-4889-9bf4-c51f4bfab49a.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Commune de Genève,,46.1905578,6.1524242,Entire rental unit,Entire home/apt,4,,2 baths,,2,[],$500.00,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,110,2023-12-27,0,0,0,,,,,,,,,,,t,2,2,0,0,
763386920696965561,https://www.airbnb.com/rooms/763386920696965561,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.96 · 1 bedroom · 1 bed · 1 bath,,"Quiet neighborhood with lots of greenery, close to the Nations, the airport and the Cornavin train station. Migros supermarket at 5 minutes walk, bakery and restaurant at the foot of the building. Two parks are close to the apartment.",https://a0.muscache.com/pictures/miso/Hosting-763386920696965561/original/b0e8e39b-8554-4bab-bff7-093aa5730185.jpeg,118186311,https://www.airbnb.com/users/show/118186311,Besa,2017-02-26,"Geneva, Switzerland","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/78987bbd-1498-410f-9342-fb90f9a6f819.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/78987bbd-1498-410f-9342-fb90f9a6f819.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21972,6.12937,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$100.00,3,20,3,3,20,20,3.0,20.0,,t,0,0,0,0,2023-12-27,28,28,1,2023-02-17,2023-12-11,4.96,4.93,4.93,4.86,5.0,4.82,4.89,,f,1,1,0,0,2.68
763511582215382159,https://www.airbnb.com/rooms/763511582215382159,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · 2 bedrooms · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-763511582215382159/original/407ab7b1-c842-445e-9de9-2250c307522e.jpeg,72108816,https://www.airbnb.com/users/show/72108816,Csaba,2016-05-15,"Geneva, Switzerland","",within a day,50%,50%,f,https://a0.muscache.com/im/pictures/user/2e226f76-f91a-4fab-889f-075a60a96e7e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2e226f76-f91a-4fab-889f-075a60a96e7e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.19336,6.14585,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],,3,365,3,3,365,365,3.0,365.0,,,0,0,0,0,2023-12-27,2,2,0,2023-10-17,2023-11-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.83
764364252737520471,https://www.airbnb.com/rooms/764364252737520471,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.75 · 2 bedrooms · 2 beds · 2 baths,,Safe family neighborhood near shops tram bus stops and near a park. Walking distance to shops and to center train station of Geneva. Building is safe and secured with cameras and secure access only to tenants. Modern building with international tenants.,https://a0.muscache.com/pictures/miso/Hosting-764364252737520471/original/218b6283-b20a-4eaf-87ce-bdf210b6565b.jpeg,31995338,https://www.airbnb.com/users/show/31995338,Faisal,2015-04-26,,Living in Geneva ,within a few hours,100%,86%,f,https://a0.muscache.com/im/pictures/user/User-31995338/original/79d6dbf0-5610-4eec-8282-37d34c036f02.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-31995338/original/79d6dbf0-5610-4eec-8282-37d34c036f02.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21385337325853,6.134705543518066,Entire rental unit,Entire home/apt,4,,2 baths,,2,[],$200.00,7,60,7,7,60,60,7.0,60.0,,t,0,18,40,63,2023-12-27,8,7,0,2022-12-07,2023-10-28,4.75,4.75,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.62
765019367990585407,https://www.airbnb.com/rooms/765019367990585407,20231227030725,2023-12-27,previous scrape,Boat in Bellevue · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-765019367990585407/original/22ebc44f-5495-4f49-a3dc-700f700738b9.jpeg,397061199,https://www.airbnb.com/users/show/397061199,Juliana,2021-04-15,,"",a few days or more,0%,N/A,f,https://a0.muscache.com/im/pictures/user/e7d70ae2-59b2-4e7e-9cb6-37bcae453c66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e7d70ae2-59b2-4e7e-9cb6-37bcae453c66.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Bellevue,,46.25059151934717,6.14925575396728,Boat,Entire home/apt,9,,1 bath,,1,[],"$6,500.00",1,1,1,1,1,1,1.0,1.0,,t,29,59,89,269,2023-12-27,0,0,0,,,,,,,,,,,f,2,2,0,0,
765169090962022444,https://www.airbnb.com/rooms/765169090962022444,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.86 · 2 bedrooms · 3 beds · 1 bath,,"Welcome to our vibrant and diverse neighborhood in the heart of Geneva! Our apartment is located on Rue de la Dôle, a quiet residential street just a stone's throw from all the best amenities and attractions that the city has to offer.<br /><br />Within walking distance of our apartment, you'll find a variety of shops, restaurants, and cafes, each offering their own unique blend of local and international flavors. Whether you're in the mood for a cozy bistro or a trendy cocktail bar, our neighborhood has something for everyone.<br /><br />For those who love the outdoors, our apartment is just a short walk from the beautiful Parc Bertrand, where you can go for a peaceful stroll, have a picnic, or play a game of tennis. Additionally, the bustling Rue de Carouge, with its colorful storefronts and lively atmosphere, is just a few blocks away.<br /><br />Our neighborhood is also home to several museums, galleries, and cultural attractions, including the Musée d'Art et d'Histoire and the Gra",https://a0.muscache.com/pictures/miso/Hosting-765169090962022444/original/79aafb36-43ef-42b6-bf77-68bdfb0f09fb.jpeg,482195394,https://www.airbnb.com/users/show/482195394,Michael And Abby,2022-10-04,"Geneva, Switzerland","We are IT consultants working in Geneva and love to travel around the world and hike all the mountains. When we are travelling, you are welcome to stay at our place in the centre of Geneva! ",within a day,50%,92%,f,https://a0.muscache.com/im/pictures/user/273ca4d5-a9d9-47e5-9839-7b3dae5afc70.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/273ca4d5-a9d9-47e5-9839-7b3dae5afc70.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.2074147,6.1316209,Entire rental unit,Entire home/apt,6,,1 bath,,3,[],$311.00,2,365,2,2,365,365,2.0,365.0,,t,28,58,88,363,2023-12-27,7,5,0,2022-12-08,2023-07-02,4.86,4.86,4.86,4.86,4.86,4.86,4.86,,f,1,1,0,0,0.55
765287047973445571,https://www.airbnb.com/rooms/765287047973445571,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/miso/Hosting-759409363138531689/original/d4431306-82c4-4db6-acd6-9999d27c5a2c.jpeg,487561337,https://www.airbnb.com/users/show/487561337,Sofia,2022-11-13,,"",a few days or more,0%,N/A,f,https://a0.muscache.com/im/pictures/user/00459484-a547-4267-8d9b-b69b1398ecdb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/00459484-a547-4267-8d9b-b69b1398ecdb.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,,Commune de Genève,,46.21317,6.1438,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$141.00,1,365,1,1,365,365,1.0,365.0,,t,25,55,85,360,2023-12-27,0,0,0,,,,,,,,,,,t,2,0,2,0,
765822542818688892,https://www.airbnb.com/rooms/765822542818688892,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.75 · 1 bedroom · 1 bed · 1 bath,,"Quartier des Pâquis sur la partie basse proche du lac. Restaurants, animations et transports bien déservies.",https://a0.muscache.com/pictures/miso/Hosting-765822542818688892/original/5e13f8e3-ef4a-40e2-ba64-ba6714e8ce98.jpeg,485806738,https://www.airbnb.com/users/show/485806738,Julien,2022-10-31,"Geneva, Switzerland","Pop&Rent offers serviced apartements & chalets, fully equipped with concierge, cleaning & laundry services. All our properties are designed to make you feel just like at home.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/aaa50a8c-0acc-4e6a-bca7-0c4f26b9c5d8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aaa50a8c-0acc-4e6a-bca7-0c4f26b9c5d8.jpg?aki_policy=profile_x_medium,,4,7,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21032,6.14824,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$171.00,3,90,3,3,1125,1125,3.0,1125.0,,t,0,9,26,88,2023-12-27,36,34,1,2022-12-05,2023-12-09,4.75,4.81,4.72,4.75,4.89,4.75,4.64,,t,4,4,0,0,2.78
